Credit_Card_ID,Account_No,net_yearly_income,yearly_debt_payments,credit_limit,avg_percentage_credit_card_limit_used_2018,avg_percentage_credit_card_limit_used_2019,avg_percentage_credit_card_limit_used_2020,Exp_year,Exp_month
C8799062,ACC264598362,112499.23,34925.12,16834.12,0.77,0.86,1.07,2021,6
C6720878,ACC264622348,231892.3,46085.06,28763.01,0.84,0.84,NA,2021,4
C3624244,ACC264636177,91202.06,28187.94,22908.64,0.83,0.65,1.02,2021,1
C4022085,ACC264636413,257786.91,64171.71,55726.12,0.83,0.44,0.79,2022,1
C5124041,ACC264642734,156412.64,42186.24,50396.05,0.82,0.97,0.84,2021,1
C2239789,ACC264655025,352796.9,15331.16,65266.15,0.66,0.89,0.66,2021,4
C8038518,ACC264667484,697023.82,70699.7,116654.06,0.67,1.01,0.78,2021,4
C6617836,ACC264669609,329459.08,25561.26,115755.12,0.43,1.01,0.64,2021,6
C3329922,ACC264678350,290812.97,29020.07,95635.73,0.64,0.91,0.86,2021,1
C3076086,ACC264685455,148837.1,27907.14,27215.57,0.57,NA,0.88,2021,1
C2925424,ACC264698419,97792.11,12583.29,16845.92,0.71,0.52,1.04,2021,4
C7240760,ACC26472182,176257.24,19034.46,62591.39,0.43,0.63,0.86,2022,1
C7325548,ACC264731458,218704.31,17521.69,28716.68,0.88,0.59,0.77,2022,4
C4921648,ACC264734318,238894.9,22699.76,58452.41,0.92,NA,0.62,2021,1
C1012767,ACC264748448,167898.28,43367.31,36683.26,0.61,0.92,0.77,2021,6
C3730922,ACC264749981,580966.23,97388.99,164703.99,0.62,0.69,0.57,2021,6
C1223447,ACC264823473,111719.56,14028.88,38847.64,NA,0.9,0.37,2021,6
C4828744,ACC264825073,241970.03,26984.14,58624.35,0.85,0.45,0.75,2022,10
C6627115,ACC264828435,326090.42,33145.76,68081.99,1.03,0.99,0.43,2021,7
C1826955,ACC264852960,319791.12,37616.91,75073.57,1.01,0.89,0.87,2021,7
C5525122,ACC264867234,147676.52,21415.62,36494.35,0.85,0.68,0.45,2021,8
C5779617,ACC264878808,94826.25,55064.12,24118.58,0.92,0.69,NA,2022,10
C3023892,ACC26488061,144360.32,30969.53,26701.3,0.79,0.76,0.74,2022,8
C3040331,ACC264886800,383179.03,49554.44,73111.72,0.71,0.77,0.79,2021,8
C2034328,ACC264887733,174036.78,43098.29,20585.3,0.72,0.75,0.76,2022,4
C6435190,ACC264903163,231942.97,44548.34,27664.65,0.98,NA,0.84,2021,1
C5085630,ACC264903196,172335.1,26081.53,29724.35,0.94,0.6,0.9,2021,1
C6235855,ACC264905623,168914.73,17060.97,29389.75,0.91,0.99,NA,2022,4
C7811570,ACC264914472,151392.73,25438.96,28596.56,0.4,0.66,0.83,2021,6
C1519552,ACC264916732,106731.4,4646.44,37711.95,0.52,0.88,NA,2021,10
C4519663,ACC264927084,138361.62,22485.2,39182.83,0.79,0.87,0.73,2021,8
C7134873,ACC264940484,139781.99,18636.86,22049.71,0.95,0.92,NA,2021,10
C7711464,ACC264960708,75733.31,23198.47,12864.6,0.46,0.64,0.57,2022,10
C6233643,ACC264982982,87167.83,16915.13,15356.18,0.48,0.61,0.71,2021,6
C7924216,ACC265001106,193202.13,13957.61,28994.49,0.62,0.86,1.03,2021,1
C2640360,ACC265014232,152553.14,11545.45,39985,1.05,0.72,0.43,2021,1
C4813586,ACC265022241,129986.27,21937.79,28080.23,1.08,0.31,0.52,2021,4
C6529318,ACC26502622,432890.95,71053.08,102518.93,NA,0.3,0.5,2021,1
C2220688,ACC265034836,80045.59,18443.9,13909.42,1.07,0.79,0.95,2021,6
C5027973,ACC265042835,183683.27,33228.2,37938.28,0.51,0.62,0.56,2021,8
C2124635,ACC265053614,204403.96,45994.64,65644.36,0.41,0.97,0.33,2022,10
C8713251,ACC26507396,151983.66,17248.62,40221.24,0.58,0.7,NA,2022,8
C4741164,ACC26508123,150010.3,23738.79,55989.28,0.69,NA,0.62,2021,9
C1530941,ACC265097546,192876.11,28915.94,46654.11,0.77,0.61,0.93,2022,9
C4853464,ACC265120949,76082.29,9402.04,20312.67,0.4,0.61,NA,2021,9
C5815622,ACC265121208,184364.72,46703.62,30015.04,0.61,0.58,0.71,2021,6
C3329633,ACC265141311,95738.08,30872.88,36606.89,0.77,NA,1.01,2021,4
C6610376,ACC265143039,391590.91,37667.39,147434.77,1.05,0.79,0.83,2021,1
C8932784,ACC265161980,172981.52,23970.76,37175.76,0.87,0.73,0.86,2022,8
C8438745,ACC265166303,153059.69,43186.92,38044.21,0.58,NA,1.03,2021,9
C7627376,ACC265194770,162543.28,12770.76,21404.29,0.64,0.92,1.01,2021,9
C5836334,ACC265200077,166517.12,32720.8,36227.4,0.84,1,0.65,2021,7
C7929817,ACC265215677,91678.63,12943.84,10971.23,0.68,0.94,0.69,2021,1
C4934171,ACC265216864,132449.94,33569.67,30431.48,0.97,0.94,0.79,2021,9
C7017085,ACC265286892,425914.06,52723.98,84031.38,1.06,NA,0.76,2022,9
C7135869,ACC265303250,100049.09,16273.93,35996.18,0.52,0.94,0.86,2021,9
C3129690,ACC265304738,136854.45,19522.32,34010.52,0.62,0.49,0.35,2021,9
C1619258,ACC26532857,87593.93,20649.69,14811.57,0.95,0.88,0.76,2021,8
C5061684,ACC265334996,124069.69,12483.4,35456.88,0.96,0.69,0.77,2021,8
C1037947,ACC26533895,265469.58,43377.11,30247.11,0.75,0.89,0.49,2021,10
C6630865,ACC265357368,72956.24,9988.4,10495.56,0.71,0.73,0.67,2021,10
C2529236,ACC265368965,142925.41,10211.33,36063.78,0.46,0.81,0.61,2021,1
C7715661,ACC265403869,222325.47,40863.88,47886.3,0.84,0.76,0.7,2021,6
C7021887,ACC265448038,159501.07,21550.77,35873.74,1.09,0.82,0.94,2021,6
C7228512,ACC265448346,121815.92,43288.66,34174.41,0.51,0.38,NA,2021,4
C3191319,ACC265606268,173401.88,33991.86,37360.71,1,0.87,0.95,2021,1
C5722353,ACC265645380,178973.75,49006.87,47031.92,0.67,0.57,0.82,2021,1
C7836959,ACC265667331,192081.87,45812.9,28490,0.73,0.73,0.91,2021,6
C4542035,ACC265687795,350650.64,61758.32,85122.12,0.79,0.88,0.54,2021,1
C1930274,ACC265695669,145629.66,35945.15,39433.16,0.57,0.71,0.57,2021,1
C7822018,ACC265714894,214469.63,24200.2,39380.63,0.32,NA,0.71,2021,1
C5526727,ACC265719130,291137.29,29430.71,41862.58,1.01,1.03,0.49,2021,1
C7630516,ACC265741120,86892.33,25013.24,19465.38,0.58,0.94,0.87,2021,6
C6226576,ACC265744397,139125.86,19854.37,40419.94,0.57,0.5,0.47,2022,1
C5216773,ACC265746043,163807.64,35091.67,34461,0.35,0.63,NA,2021,1
C1422283,ACC265756744,212161.35,8654.49,70729.58,NA,0.95,0.93,2022,1
C7593859,ACC265787810,190729.06,54239.11,31860.62,0.72,1.07,0.79,2022,4
C2622269,ACC265819861,95200.99,18404.27,20006.63,0.98,0.87,0.64,2022,1
C2551132,ACC26583070,404956.99,40521.24,42139.67,0.44,0.99,0.67,2021,4
C8317287,ACC265842326,175867.54,14001,28729.85,0.63,0.71,0.8,2022,7
C6228227,ACC265850870,114464.73,8661.6,22219.41,0.91,0.64,0.9,2021,1
C3129720,ACC265875522,326554.5,26146.7,42775.55,0.61,0.79,0.9,2021,10
C7831445,ACC265889892,200533.18,30550.08,37743.69,1.02,0.87,0.6,2022,10
C7191058,ACC265890389,167962.56,48841.47,40580.14,0.77,0.7,0.55,2021,8
C4616465,ACC265895042,127820.2,19289.56,23477.83,0.67,0.61,0.84,2021,10
C4233371,ACC265896823,350559.89,23545.02,77262.98,0.65,0.97,1,2022,8
C8531421,ACC265906036,271787.86,76550.78,65073.12,NA,0.47,1.02,2021,10
C1322163,ACC265923447,72267.77,21966.8,24324.48,0.83,0.74,1.08,2021,7
C6119463,ACC26594326,100743.62,44331.66,33697.03,0.61,0.69,0.75,2022,7
C5318386,ACC265948459,349450.43,30456.03,46005.86,1.05,0.8,0.42,2021,8
C5159871,ACC265987640,170769.31,9634.51,29347.35,0.75,0.81,0.75,2021,10
C1942177,ACC26598951,67607.64,7924.23,14815.67,0.87,0.72,0.97,2022,7
C8925789,ACC266025966,128406.09,14317.74,46959.55,0.76,0.95,0.53,2022,4
C2835290,ACC266077372,382906.88,75229.54,91875.92,0.72,0.65,0.71,2022,4
C3032747,ACC266090343,161791.76,26284.86,32947.51,0.8,0.41,0.72,2021,4
C3124247,ACC266109270,324693.67,29210.64,101950.81,1.03,0.86,0.84,2021,10
C1916853,ACC266118438,243837.65,26420.05,53698.82,NA,0.73,0.89,2021,4
C6127850,ACC266137983,75245.3,21851.18,11862.34,0.74,0.87,0.79,2022,8
C4549119,ACC266145108,115247.3,34642.01,32521.05,NA,0.71,NA,2022,10
C8722138,ACC266181920,143803.98,21420.43,18197.7,1.03,0.83,0.67,2021,9
C3826080,ACC266224663,75403.17,26257.55,24950.86,NA,0.58,0.83,2021,9
C7713465,ACC266234378,139505.73,13520.21,40191.08,0.72,0.7,0.59,2022,9
C8035779,ACC266236568,235338.35,41181.41,50145.63,1.08,0.94,0.6,2022,9
C6618249,ACC26633084,142037.57,15950.18,55189.88,0.74,0.68,0.51,2021,9
C5114687,ACC266345698,102428.46,13902.4,27367.71,0.93,0.73,0.71,2021,1
C4038892,ACC266362518,233809.73,45430.14,24510.3,1.01,0.76,0.67,2021,4
C8938849,ACC266363827,474569.04,48658.86,97393.76,0.85,0.58,0.78,2021,4
C7915412,ACC266391879,173853.44,21474.17,31829.6,0.58,0.6,0.79,2022,10
C5327642,ACC266399431,313253.87,57587.94,82133.89,0.51,0.62,1,2021,7
C8129851,ACC266411832,172120.97,51546.99,58654.4,0.43,0.81,0.63,2022,10
C8517883,ACC266416216,89669.39,26439.38,14826.68,0.8,0.79,0.86,2021,7
C7214127,ACC266453023,129552.69,10395.55,24894.52,0.51,0.6,0.67,2021,8
C5681289,ACC266496301,111552.8,34854.28,18948.3,0.7,0.57,0.96,2022,8
C1027375,ACC266526970,213506.31,33715.27,26196.87,0.7,0.84,0.77,2021,10
C3311019,ACC266548519,165587.07,27852.43,67735.27,0.64,0.58,0.57,2022,7
C2417841,ACC266584325,273428.65,34048.85,60330.97,0.55,0.74,0.85,2021,6
C7715149,ACC266587231,66756.83,14577.78,16104.29,1.04,0.75,0.79,2021,9
C5586256,ACC266612408,221859.41,16483.15,53430.78,NA,0.91,0.3,2021,9
C2813549,ACC266617588,239574.53,43176.45,59076.26,0.75,0.97,0.86,2022,9
C3916844,ACC266728851,75478.01,14771.1,16572.04,0.87,NA,0.65,2021,9
C6047780,ACC266733297,159020.77,47085.48,21146.24,0.95,0.8,0.88,2021,9
C8138782,ACC266761916,147489.07,43748.38,25151.6,NA,0.85,0.59,2021,9
C8826680,ACC266793632,576993,29684.02,67820.41,0.76,0.77,0.82,2021,9
C3426680,ACC266806356,100191.48,26342.92,22570.72,0.75,0.51,NA,2022,9
C1540080,ACC266815944,194818,54404.2,51789.14,0.5,0.66,0.54,2021,9
C4728062,ACC266829397,68967.83,21387.53,20692.99,NA,0.65,0.83,2022,10
C5435274,ACC266849042,786038.33,35513.44,122029.17,0.78,0.59,0.99,2021,8
C8569743,ACC266874131,309508.26,20882.73,58850.17,0.76,0.97,0.83,2021,6
C1937455,ACC266905147,80436.29,29923.94,10028.37,0.99,0.61,0.62,2021,1
C2282984,ACC266910747,145178.01,23076.9,20482.22,0.64,0.68,0.64,2021,4
C4135769,ACC266911486,238588.81,58603.03,30085.26,0.91,0.7,0.81,2021,4
C7729511,ACC266913968,120289.59,13669.31,44572.06,0.64,0.66,NA,2021,1
C7126038,ACC266936349,912766.03,57659.91,113532.52,1.01,0.53,0.67,2021,4
C5185887,ACC266980579,196612.77,61098.52,47106.73,0.94,0.93,0.74,2021,6
C5235973,ACC266997047,161259.27,40716.32,54690.7,NA,0.87,1.07,2021,4
C5490834,ACC267007026,198049.66,24691.9,50085.57,0.83,0.71,0.7,2022,1
C9033539,ACC267023416,109398.18,28409.6,20770.23,1.05,0.97,0.65,2021,1
C8922583,ACC267058886,114840.04,17763.22,23649.33,0.97,0.95,0.58,2021,1
C4339621,ACC267093156,161875.65,35777.33,19768.61,0.71,0.79,NA,2021,6
C7925022,ACC267107755,180795.78,28830.51,28018.21,0.76,NA,NA,2021,1
C6612146,ACC267108241,70483.92,11213.32,9223.12,0.67,0.49,0.73,2021,8
C3348148,ACC26713987,335716.88,74019.95,81442.55,0.63,0.76,NA,2021,7
C5169220,ACC267158390,167282.22,18635.99,26151.22,0.77,0.58,0.72,2021,10
C8529056,ACC267159953,158230.15,12008.94,21621.17,0.81,0.58,1.02,2021,7
C6918055,ACC267177337,151668.25,20246.34,39622.63,1.08,0.5,0.69,2021,7
C1983645,ACC267184130,193866.47,55629.49,24084.92,0.44,0.75,0.73,2022,8
C1312644,ACC267210346,224076.72,32074.79,40181.82,NA,0.73,0.67,2021,10
C1534325,ACC267243996,145323.89,16964.29,20446.54,0.97,0.87,0.61,2021,6
C1963138,ACC267244326,217025.8,31614.13,30833.2,1.05,0.59,0.59,2021,10
C2817616,ACC26725801,153159.7,49684.41,19591.15,0.69,0.71,0.5,2022,6
C6438519,ACC267292999,111783.85,32070.84,35220.9,0.83,0.81,0.69,2022,7
C3873215,ACC26734383,458146.66,26850.09,86278.14,0.52,0.9,1.08,2021,4
C7710244,ACC267345978,130345.62,13064.11,20624.07,0.67,0.97,0.75,2021,1
C4831029,ACC267349424,160191.41,19933.74,55507.85,0.8,0.61,0.59,2022,6
C3895540,ACC267357801,228399.21,27224.82,46881.31,0.97,NA,0.52,2021,6
C5213843,ACC267361106,113380.82,28592.29,37024.74,0.59,0.79,0.73,2022,9
C8631686,ACC267401074,136854.55,8532.65,16468.96,1.01,0.8,0.78,2021,9
C1731971,ACC267442280,478127.18,54105.14,74221.36,1.02,0.77,0.94,2022,9
C5115558,ACC267469514,191459.68,28406.24,48240.65,0.59,0.68,1.04,2022,9
C1718030,ACC267471635,303385.71,62863.34,113380.62,0.71,0.7,0.62,2021,1
C4133832,ACC26750919,104871.6,35947.15,31547.3,0.5,0.91,0.55,2021,1
C2638838,ACC267529335,261745.37,23459.7,39469.21,0.69,0.69,0.62,2021,4
C6028075,ACC267530037,250545.12,24805.64,31140.32,0.98,0.72,0.59,2021,4
C7340874,ACC267532923,99950.33,5316.8,23959.19,0.87,0.44,0.71,2021,4
C8925924,ACC267569112,288800.16,44010.71,95723.09,0.49,NA,0.28,2022,6
C4225260,ACC26757546,120208.1,38605.11,27384.1,1.03,NA,0.96,2021,4
C1433420,ACC267611100,91092.5,14094.37,14581.73,NA,0.77,0.46,2021,4
C3825349,ACC267638278,101521.35,8845.87,14246.06,0.74,0.76,0.79,2021,4
C6917211,ACC267649388,225111.13,7554.71,54116.69,0.49,0.24,0.69,2021,8
C5037829,ACC267724980,273924.03,29875.26,32859.23,0.91,0.97,0.56,2022,7
C2356538,ACC26776267,160073.41,11975.07,26491.47,0.94,0.7,0.46,2022,9
C7915444,ACC267764117,149884.55,24028.12,22492.93,0.72,0.47,0.77,2021,8
C1467678,ACC26776971,172369.03,20126.01,20776.11,0.37,0.81,1.07,2021,8
C6050558,ACC267778659,260778.12,44376.34,45809.69,0.85,0.7,NA,2021,8
C1672915,ACC267779902,318493.3,42354.59,79862.83,0.79,0.64,0.62,2021,9
C2839682,ACC267781679,159312.4,26322.31,19536.52,0.81,0.69,0.59,2022,10
C7818767,ACC26778976,139972.36,52260.36,16231.68,0.65,0.82,1,2022,4
C6842828,ACC267798417,131257.09,31710.67,30524.92,NA,0.39,0.42,2022,6
C7872736,ACC267835937,225668.05,27710.89,75282.07,0.85,0.76,0.53,2022,9
C9022281,ACC267853561,73462.03,10368.25,25207.52,0.8,0.65,0.68,2021,9
C3228825,ACC267940623,288730.16,34940.78,89003.2,0.72,0.97,0.5,2021,9
C7928131,ACC267978327,95793.85,18532.98,21463.71,0.75,0.6,0.59,2021,9
C5325223,ACC268011359,103265.18,29226.56,34438.34,0.77,0.75,0.35,2022,9
C6723215,ACC268016775,127608.22,32931,42268.27,0.87,0.5,0.87,2022,7
C8541534,ACC268050642,107126.38,20971.01,30047.12,0.92,0.98,0.56,2021,7
C5813416,ACC268052626,110691.11,19223.77,13485.04,0.9,0.6,0.74,2021,1
C1621970,ACC268067150,216095.03,54329.78,24631.94,0.89,0.8,1,2021,4
C2042514,ACC268099200,156550.75,35229.77,23760.82,0.72,0.44,0.71,2022,4
C4312391,ACC268116280,226771.85,41898.91,49275.35,0.88,0.62,1.09,2021,6
C7012021,ACC268171140,332554.83,37292.54,104387.71,0.77,NA,0.46,2021,4
C5213652,ACC268173966,145404.51,34631.11,39003.52,1.01,0.87,0.66,2022,1
C6937239,ACC268188717,71340.11,8043.83,14724.08,0.95,0.98,0.61,2021,6
C9026257,ACC268218911,230728.1,41133.91,33169.26,0.78,0.77,0.8,2021,4
C1430931,ACC268270402,195873.03,43118.44,27675.61,0.87,0.92,0.79,2022,6
C7811544,ACC268283945,314303.05,44473.54,71625.3,0.73,1.05,0.37,2021,6
C2388269,ACC268287725,110988.01,31297.14,17258.56,0.67,0.59,0.95,2022,4
C1516168,ACC268290445,269855.13,18395.79,65309.08,0.71,0.54,0.5,2021,1
C8981338,ACC268296337,134289.73,10019.9,25599.88,0.63,0.82,0.74,2021,1
C7212176,ACC268316708,143742.73,23487.41,26591.44,NA,0.32,0.7,2021,6
C8122951,ACC268330854,139879.24,52069.32,39953.96,0.84,0.63,0.6,2021,6
C2458460,ACC26833304,154281.8,34868.33,24640.54,0.92,0.96,0.64,2021,10
C6354721,ACC268333064,167112.73,23779.45,55289.23,1.08,0.77,0.87,2021,7
C7315150,ACC268334120,48297.09,13710.71,14009.67,0.78,0.74,0.81,2022,10
C5010788,ACC268354135,148250.8,21135.5,26937.85,0.67,0.89,0.59,2021,4
C4093575,ACC268356750,140751.76,33542.85,16486.5,0.88,0.89,0.87,2022,1
C8811453,ACC268370359,102507.81,31273.17,32293.5,0.73,0.84,0.59,2021,4
C5022166,ACC268383362,143708.54,50936.29,41464.95,0.51,0.44,0.73,2021,4
C2937492,ACC268400854,239459.07,21398.83,69406.71,0.65,0.8,1.03,2021,4
C2343426,ACC268408642,117429.19,16502.52,38556.68,0.94,0.39,0.41,2022,4
C4022386,ACC268506981,173449.34,43134.08,20419.64,0.68,0.36,0.96,2022,4
C1011541,ACC268544189,142247.65,39589.65,49023.79,1.03,0.64,0.81,2021,4
C5064358,ACC268583744,150837.66,18781.6,46957.44,NA,0.85,0.85,2022,4
C7445063,ACC268632132,80973.12,14982.85,13496.83,0.87,0.73,0.62,2021,1
C1339258,ACC268735430,174471.05,31517.74,47786.59,0.66,0.91,0.69,2021,4
C4937139,ACC268740476,129508.44,23537.36,15951.73,1.05,1.02,0.82,2022,9
C2696279,ACC268757347,129717.26,19886.13,44851.98,0.76,0.62,0.77,2022,9
C1330321,ACC268770847,161167.93,9849.43,36411.81,0.9,0.55,0.46,2021,9
C4021520,ACC268788354,274033.21,48384.76,32607.6,0.54,0.3,NA,2021,9
C1242621,ACC268832216,121970.16,16991.89,34406.51,0.67,0.6,0.79,2021,9
C6125415,ACC268847303,153068.87,17063.11,39139.57,0.82,0.54,0.73,2021,4
C1020047,ACC268865667,117708.02,32748.9,23160.35,0.99,0.43,0.6,2021,4
C6230556,ACC268903827,400056.28,36988.12,66880.31,0.88,0.89,0.6,2021,4
C8316329,ACC268910549,134267.12,30954.02,16224.35,0.88,0.95,0.94,2021,1
C5637633,ACC268979254,133393.78,38854.96,15109.13,NA,1.02,0.36,2021,4
C5313669,ACC269003707,520450.12,59006.83,54008,0.27,0.68,0.85,2021,1
C2384131,ACC269159137,113411.51,19066.83,38062.97,0.85,0.64,0.93,2022,1
C5740782,ACC269202813,287259.23,20859.4,47048.31,0.92,0.93,0.74,2021,1
C7710660,ACC269224813,96642.69,30692.75,11981.66,0.76,0.47,0.5,2021,10
C4840183,ACC269229508,169002.65,35181.12,21810.42,0.39,0.78,0.79,2021,10
C3320478,ACC269237999,75500.78,14952.47,16643.4,0.65,NA,0.83,2021,5
C7525175,ACC269246329,156540.19,41253.06,58165.08,0.33,0.63,0.55,2021,10
C3520188,ACC269252274,151992.32,19204.28,23644.77,0.76,0.38,0.89,2022,3
C1915364,ACC269288004,144370.26,43357.46,36561.47,0.8,0.62,0.78,2021,2
C2428812,ACC269288138,136693.71,24283,46683.96,0.22,NA,0.57,2021,9
C6331913,ACC269338262,204566,16228.95,24029.35,0.98,0.27,0.69,2022,1
C5031453,ACC269345705,163953.61,18869.43,20920.53,0.78,0.83,0.52,2022,1
C1426251,ACC269369343,151099.29,41131.16,36044.29,0.59,1.07,0.8,2022,3
C6925769,ACC269382695,224782.76,30096.3,29641.55,0.64,0.87,0.5,2021,6
C7913824,ACC269394214,191006.79,35981.3,49212.53,0.92,0.77,0.57,2022,1
C2529834,ACC269477565,162188.04,37702.08,32727.23,0.74,0.61,0.8,2021,6
C7311348,ACC269480337,163500.67,14357.39,32059.24,0.68,0.72,0.97,2022,2
C3326188,ACC269496458,96476.58,27024.94,23285.89,0.5,0.9,0.64,2022,6
C2428426,ACC2695181,110909.19,26937.3,29605.11,0.9,0.76,1,2021,4
C2136666,ACC26951824,76455.52,23051.7,11686.06,0.85,0.99,0.93,2021,4
C1732664,ACC269559053,388689.69,29790.52,89526.15,0.76,0.76,0.84,2021,7
C8519824,ACC269603855,67413.71,19734.97,19031.4,0.83,0.74,0.83,2021,7
C8313377,ACC269613234,180182.48,33111.52,57508.06,1.09,0.73,0.66,2021,5
C2016929,ACC269631678,89599.1,19189.07,14388.86,0.72,0.86,0.67,2022,8
C7882930,ACC269633232,205844.13,31469.94,64675.83,0.74,1.08,0.74,2021,4
C2135462,ACC269634606,166270.19,29673.91,43689.74,1.01,0.82,0.56,2022,3
C2335811,ACC269642462,144541.14,30037.14,52607.39,0.57,1.08,0.58,2021,5
C1734815,ACC269710364,632215.31,68468.92,101318.28,0.66,0.5,0.75,2021,2
C7734650,ACC269736665,155282.87,31614.22,26996.36,0.75,NA,0.72,2022,5
C4032174,ACC269750139,158028.88,34874.08,20042.29,0.71,0.67,0.45,2021,2
C1588663,ACC269755549,244484.87,19062.97,59731,0.71,0.82,0.93,2021,6
C5441151,ACC269804197,159140.73,37621.45,57038.82,0.5,0.4,0.5,2021,6
C6618872,ACC269850808,75416.9,11228.85,14951.34,0.6,0.56,0.54,2021,4
C4731738,ACC269868072,192164.79,55539.63,33228.5,0.74,0.63,0.6,2021,6
C5317758,ACC269873383,113486.13,22449.39,27111.58,0.59,0.76,0.36,2021,10
C2441751,ACC269935723,137382.41,7765.37,29126.23,0.47,0.84,NA,2022,4
C4725121,ACC269940129,249559.91,54679.48,45117.61,0.53,0.31,0.85,2021,2
C7187446,ACC269943906,250530.54,33178.77,29047.79,NA,0.7,0.82,2021,4
C7224079,ACC269949564,121652.8,28199.71,19855.91,0.52,0.88,0.43,2021,10
C2247943,ACC269975940,80286.51,18466.13,13011.01,0.6,0.88,0.61,2021,1
C6612383,ACC269991918,169152.62,16034.45,59715.3,0.88,1.05,0.83,2021,6
C3060450,ACC270020469,92541.52,15431.93,17348.18,0.62,0.46,0.8,2021,8
C6223374,ACC270045238,220343.55,16774.01,35688.77,0.67,0.84,1.09,2022,1
C2780972,ACC270051103,276596.32,58934.94,89796.67,0.85,0.68,0.62,2022,4
C1655939,ACC270078521,228781.04,58485.42,40584.11,1.07,0.77,0.83,2021,3
C1838574,ACC270083040,94527.53,29255.83,13667.86,0.98,0.64,0.9,2021,1
C3016342,ACC270122680,175266.12,24447.51,43597.79,0.53,0.45,0.8,2021,4
C1723452,ACC270124207,162919.48,35026.41,35616.43,0.84,0.73,1.09,2021,6
C3249813,ACC270156763,113049.99,11644.91,25324.01,0.67,0.67,0.66,2021,5
C7866713,ACC270247297,194553.46,44475.32,30591.64,0.58,0.86,0.91,2022,6
C8319883,ACC270250332,156910.52,10133.14,40373.83,0.73,0.49,0.54,2021,4
C8541881,ACC270260280,168903.23,15563.64,61595.47,1.09,0.48,0.81,2021,9
C8129317,ACC270266456,346197.65,56172.86,86699.12,0.69,0.78,0.68,2022,4
C3233350,ACC270362064,142133.48,29095.55,23706.26,0.88,0.65,0.67,2021,10
C6623030,ACC270417439,100559.77,27222.89,20268.81,0.99,NA,0.65,2021,1
C3730344,ACC27042575,166266.58,40785.64,26865.27,0.65,0.77,0.71,2021,1
C6441216,ACC270445485,254824.86,33438.31,53875.25,0.57,0.53,0.71,2021,4
C6124673,ACC270470206,143798.09,12011.28,30786.33,0.69,0.85,0.55,2021,9
C7440532,ACC27047345,72710.99,31598.61,9837.49,0.7,0.66,1.04,2022,5
C3394668,ACC270485462,191337.43,33057.29,20737.24,0.62,0.84,0.79,2021,2
C2931526,ACC27051457,382351.82,24180.8,61652.7,0.74,0.68,0.42,2022,1
C2714049,ACC270547186,104495.83,45968.58,34239.58,1.08,0.57,0.87,2022,6
C1514112,ACC270572503,121161.1,30603.34,15423.26,0.9,0.96,0.63,2021,9
C8817547,ACC270626998,143728.91,39454.16,32914.04,0.65,0.52,0.69,2021,4
C2439728,ACC270633214,336272.21,42408.64,53238.29,0.58,0.99,0.87,2022,6
C7836912,ACC270661482,175153.52,23820.8,32080.66,0.86,0.66,0.3,2021,4
C7027577,ACC270682762,266104.65,63062.02,44784.98,0.65,0.82,0.69,2021,1
C2113313,ACC270723188,180255.6,31959.51,42505.78,0.5,0.62,0.52,2021,1
C6127676,ACC270734185,157033.44,17691.78,17615.88,0.99,0.56,0.79,2021,8
C5824784,ACC27073604,207352.37,28820.42,63104.54,0.75,0.82,0.72,2021,8
C2014337,ACC270740790,118983.28,19502.6,21666.15,0.95,0.9,0.5,2022,4
C6348350,ACC270744936,80126.23,10661.71,19723.77,0.89,0.63,NA,2021,4
C4741983,ACC270762417,150553.69,30410.62,24655.48,NA,0.58,0.56,2021,3
C8628335,ACC270770390,175203.24,16957.58,26608.8,0.39,0.67,NA,2021,8
C1315567,ACC270772297,131063.44,31782.09,29726.54,0.65,0.75,0.87,2021,8
C3634343,ACC270789347,124083.82,30497.78,30155.69,0.93,0.82,1.02,2021,4
C3030545,ACC270826576,267960.21,44288.58,49322.11,0.72,0.38,0.45,2021,5
C1041028,ACC270868506,49997.68,13317.87,11226.73,0.97,0.5,0.49,2022,3
C4325554,ACC270875123,272197.87,25759.16,87525.38,0.63,0.78,0.51,2021,8
C4135591,ACC270880801,131803.64,5976.42,40247.44,0.64,0.81,0.82,2022,1
C2742248,ACC270911126,145330.06,24668.86,29812.77,0.88,0.7,0.65,2022,1
C1041273,ACC270932135,200697.93,30870.02,43655.63,0.86,0.67,0.62,2021,4
C3015362,ACC270941535,110498.99,15640.63,15874.43,0.6,0.83,0.86,2022,1
C4217012,ACC271007985,199422.53,47069.71,63306.35,0.57,0.98,0.75,2021,7
C5330576,ACC271015206,283390.92,17195.58,35336.66,0.84,0.54,0.61,2021,7
C8121174,ACC271024722,157211.14,30300.76,36367.83,0.71,0.71,NA,2021,5
C8712546,ACC271111665,256340.66,48378.78,63848.31,0.88,0.49,0.61,2021,5
C6629715,ACC271136686,186388.63,19399.75,31116.13,0.74,1.09,0.71,2022,9
C5913872,ACC271174257,185419.43,25563.18,62294.12,0.73,0.9,1.03,2021,10
C9034117,ACC271191933,448896.29,24402.25,54254.56,0.43,0.63,0.96,2021,9
C8157781,ACC271229750,144793.75,33392.38,43156.42,NA,0.73,0.53,2021,9
C2624459,ACC271250039,194297.5,30104.91,28371.82,0.84,0.25,0.95,2021,1
C7321440,ACC271329691,388533.05,26887.79,112537.96,NA,0.58,0.38,2021,3
